name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,test_col
Best Defense,R,Comedy,1984,"July 20, 1984 (United States)",3.8,5600.0,Willard Huyck,Robert Grossbach,Dudley Moore,United States,18000000.0,19265302.0,Cinema Group Ventures,94.0,
Micki + Maude,PG-13,Comedy,1984,"December 21, 1984 (United States)",6.0,2800.0,Blake Edwards,Jonathan Reynolds,Dudley Moore,United States,15100000.0,26080861.0,BBE,118.0,
Protocol,PG,Comedy,1984,"December 21, 1984 (United States)",5.5,4600.0,Herbert Ross,Buck Henry,Goldie Hawn,United States,12000000.0,26186631.0,Hawn / Sylbert Movie Company,96.0,
Exterminator 2,R,Action,1984,"September 14, 1984 (United States)",4.5,2000.0,Mark Buntzman,Mark Buntzman,Robert Ginty,United States,,3739406.0,The Cannon Group,89.0,
American Dreamer,PG,Comedy,1984,"October 26, 1984 (United States)",6.6,1400.0,Rick Rosenthal,Ann Biderman,JoBeth Williams,United States,,5021751.0,CBS Theatrical Films,105.0,
The Lonely Guy,R,Comedy,1984,"January 27, 1984 (United States)",6.3,6800.0,Arthur Hiller,Ed. Weinberger,Steve Martin,United States,,5718573.0,Universal Pictures,90.0,
Choose Me,R,Comedy,1984,"August 29, 1984 (United States)",6.8,2600.0,Alan Rudolph,Alan Rudolph,Geneviève Bujold,United States,700000.0,2490233.0,Tartan Productions,106.0,
Making the Grade,R,Comedy,1984,"May 18, 1984 (United States)",5.7,1300.0,Dorian Walker,Gene Quintano,Judd Nelson,United States,,4561346.0,The Cannon Group,105.0,
Full Moon in Paris,R,Comedy,1984,"August 29, 1984 (France)",7.4,4200.0,Éric Rohmer,Éric Rohmer,Pascale Ogier,France,,15726.0,Les Films du Losange,101.0,
Unfaithfully Yours,PG,Comedy,1984,"February 10, 1984 (United States)",6.0,2600.0,Howard Zieff,Preston Sturges,Dudley Moore,United States,12000000.0,19928200.0,Twentieth Century Fox,96.0,
Impulse,R,Horror,1984,"September 28, 1984 (United States)",5.9,1300.0,Graham Baker,Nicholas Kazan,Tim Matheson,United States,10000000.0,2773433.0,ABC Motion Pictures,91.0,
Mrs. Soffel,PG-13,Drama,1984,"February 8, 1985 (United States)",6.1,3000.0,Gillian Armstrong,Ron Nyswaner,Diane Keaton,United States,11000000.0,4385312.0,Edgar J. Scherick Associates,110.0,
Garbo Talks,PG-13,Comedy,1984,"October 12, 1984 (United States)",6.4,1500.0,Sidney Lumet,Larry Grusin,Anne Bancroft,United States,,1493782.0,United Artists,103.0,
Country,PG,Drama,1984,"September 29, 1984 (United States)",6.7,1800.0,Richard Pearce,William D. Wittliff,Jessica Lange,United States,,9640000.0,Far West,105.0,
Cheech & Chong's the Corsican Brothers,PG,Comedy,1984,"July 27, 1984 (United States)",4.7,3900.0,Tommy Chong,Tommy Chong,Cheech Marin,United States,,3772785.0,Orion Pictures,82.0,
Purple Hearts,R,Drama,1984,"August 31, 1984 (West Germany)",5.8,816.0,Sidney J. Furie,Rick Natkin,Ken Wahl,United States,,2075282.0,The Ladd Company,116.0,
Give My Regards to Broad Street,PG,Drama,1984,"October 23, 1984 (United States)",5.2,1400.0,Peter Webb,Paul McCartney,Paul McCartney,United Kingdom,9000000.0,1393501.0,MPL Communications,108.0,
Songwriter,R,Drama,1984,"October 14, 1984 (United States)",6.3,599.0,Alan Rudolph,Bud Shrake,Willie Nelson,United States,,865915.0,TriStar Pictures,94.0,
Finders Keepers,R,Comedy,1984,"May 18, 1984 (United States)",5.4,856.0,Richard Lester,Charles Dennis,Michael O'Keefe,United States,7000000.0,1467396.0,CBS Theatrical Films,96.0,
The Bostonians,Not Rated,Drama,1984,"October 5, 1984 (United Kingdom)",6.3,1800.0,James Ivory,Henry James,Christopher Reeve,United Kingdom,,1009700.0,Merchant Ivory Productions,122.0,
Body Rock,PG-13,Drama,1984,"September 28, 1984 (United States)",3.7,446.0,Marcelo Epstein,Desmond Nakano,Lorenzo Lamas,United States,,1689501.0,New World Pictures,93.0,
The River Rat,PG,Adventure,1984,"September 28, 1984 (United States)",6.3,866.0,Thomas Rickman,Thomas Rickman,Tommy Lee Jones,United States,,1142944.0,Cinema Group Ventures,93.0,
Just the Way You Are,PG,Comedy,1984,"November 16, 1984 (United States)",5.9,807.0,Édouard Molinaro,Allan Burns,Kristy McNichol,United States,,7889694.0,Metro-Goldwyn-Mayer (MGM),94.0,
Until September,R,Drama,1984,"September 21, 1984 (United States)",5.7,634.0,Richard Marquand,Janice Lee Graham,Karen Allen,United States,,4239154.0,United Artists,95.0,
Crackers,PG,Adventure,1984,"February 17, 1984 (United States)",5.2,1200.0,Louis Malle,Jeffrey Alan Fiskin,Donald Sutherland,United States,12000000.0,129268.0,Universal Pictures,91.0,
Kaos,R,Comedy,1984,"February 14, 1986 (United States)",7.9,2700.0,Paolo Taviani,Luigi Pirandello,Margarita Lozano,Italy,,,Filmtre,187.0,
Misunderstood,PG,Drama,1984,"March 30, 1984 (United States)",6.0,440.0,Jerry Schatzberg,Florence Montgomery,Gene Hackman,Italy,,1525532.0,ACCENT Films,91.0,
Mike's Murder,R,Drama,1984,"March 9, 1984 (United States)",5.8,822.0,James Bridges,James Bridges,Debra Winger,United States,6300000.0,1059966.0,Skyewiay,109.0,
The Buddy System,PG,Drama,1984,"January 20, 1984 (United States)",5.7,794.0,Glenn Jordan,Mary Agnes Donoghue,Richard Dreyfuss,United States,,1820049.0,Twentieth Century Fox,110.0,
A Private Function,R,Comedy,1984,"March 1, 1985 (United States)",6.5,2600.0,Malcolm Mowbray,Alan Bennett,Michael Palin,United Kingdom,,2527088.0,HandMade Films,92.0,
Scandalous,PG,Comedy,1984,"January 20, 1984 (United States)",4.5,212.0,Rob Cohen,Larry Cohen,Robert Hays,United Kingdom,,526805.0,Angeles Cinema Investors,92.0,
"Oh, God! You Devil",PG,Comedy,1984,"November 9, 1984 (United States)",5.4,2400.0,Paul Bogart,Andrew Bergman,George Burns,United States,,21538850.0,Warner Bros.,97.0,
The Bay Boy,R,Drama,1984,"February 15, 1985 (United States)",6.3,653.0,Daniel Petrie,Daniel Petrie,Liv Ullmann,Canada,,162364.0,International Cinema Corporation (ICC),107.0,
Heavenly Bodies,R,Drama,1984,"February 1, 1985 (United States)",5.2,733.0,Lawrence Dane,Lawrence Dane,Cynthia Dale,Canada,,1839623.0,Producers Sales Organization (PSO),90.0,
Heartbreakers,R,Drama,1984,"September 28, 1984 (United States)",5.9,456.0,Bobby Roth,Bobby Roth,Peter Coyote,United States,,148750.0,Jethro Films Production,98.0,
Champions,PG,Biography,1984,"April 20, 1984 (United States)",6.5,586.0,John Irvin,Bob Champion,John Hurt,United Kingdom,,200498.0,Archerwest,106.0,
A Sunday in the Country,G,Drama,1984,"April 11, 1984 (France)",7.6,2500.0,Bertrand Tavernier,Pierre Bost,Louis Ducreux,France,,2411143.0,Films A2,90.0,
Mass Appeal,PG,Drama,1984,"December 14, 1984 (United States)",6.6,952.0,Glenn Jordan,Bill C. Davis,Jack Lemmon,United States,,1945658.0,David Foster Productions,99.0,
Windy City,R,Drama,1984,"January 1, 1986 (Uruguay)",5.8,262.0,Armyan Bernstein,Armyan Bernstein,John Shea,United States,,343890.0,CBS Theatrical Films,103.0,
Lovelines,R,Comedy,1984,"November 2, 1984 (United States)",5.3,241.0,Rod Amateau,Chip Hand,Greg Bradford,United States,,,Delphi II Productions,93.0,
The Bear,PG,Biography,1984,"September 28, 1984 (United States)",6.1,270.0,Richard C. Sarafian,Michael Kane,Gary Busey,United States,221000.0,2687148.0,,110.0,
Weekend Pass,R,Comedy,1984,"February 3, 1984 (United States)",3.8,424.0,Lawrence Bassoff,Lawrence Bassoff,Patrick Houser,United States,,21058033.0,Marimark Productions,88.0,
Over the Brooklyn Bridge,R,Comedy,1984,"March 2, 1984 (United States)",5.7,1400.0,Menahem Golan,Arnold Somkin,Elliott Gould,United States,,837914.0,City Films,108.0,
Fast Talking,Not Rated,Drama,1984,"April 23, 1986 (United States)",6.9,94.0,Ken Cameron,Ken Cameron,Steve Bisley,Australia,,,Filmtrex,95.0,
Lily in Love,PG-13,Comedy,1984,"April 19, 1985 (United States)",5.7,184.0,Károly Makk,Frank Cucci,Christopher Plummer,Hungary,,,Hungarofilm,90.0,
Winter Flight,,Drama,1984,"February 14, 1986 (United States)",7.3,67.0,Roy Battersby,Alan Janes,Reece Dinsdale,United Kingdom,,2729.0,Enigma Productions,89.0,
Almost You,R,Comedy,1984,"March 29, 1985 (United States)",5.1,216.0,Adam Brooks,Adam Brooks,Brooke Adams,United States,1000000.0,95000.0,Almost You,96.0,
The Adventures of Pinocchio,Not Rated,Animation,1984,"June 8, 1984 (United States)",5.1,73.0,Ippei Kuri,Donald Paonessa,Danielle Romeo,United States,,,Century Video Corporation,98.0,
Blame It on the Night,PG-13,Comedy,1984,"November 2, 1984 (United States)",5.1,172.0,Gene Taft,Gene Taft,Nick Mancuso,United States,,,Delphi II Productions,85.0,
Petit Con,R,Comedy,1984,"April 19, 1985 (United States)",6.2,105.0,Gérard Lauzier,Gérard Lauzier,Guy Marchand,France,,127426.0,Gaumont International,90.0,
Weird Science,PG-13,Comedy,1985,"August 2, 1985 (United States)",6.6,83000.0,John Hughes,John Hughes,Anthony Michael Hall,United States,7500000.0,38934048.0,Universal Pictures,94.0,
The Goonies,PG,Adventure,1985,"June 7, 1985 (United States)",7.8,252000.0,Richard Donner,Chris Columbus,Sean Astin,United States,19000000.0,63980721.0,Warner Bros.,114.0,
Back to the Future,PG,Adventure,1985,"July 3, 1985 (United States)",8.5,1100000.0,Robert Zemeckis,Robert Zemeckis,Michael J. Fox,United States,19000000.0,381906762.0,Universal Pictures,116.0,
To Live and Die in L.A.,R,Action,1985,"November 1, 1985 (United States)",7.3,31000.0,William Friedkin,Gerald Petievich,William Petersen,United States,6000000.0,17307019.0,SLM Production Group,116.0,
Clue,PG,Comedy,1985,"December 13, 1985 (United States)",7.3,88000.0,Jonathan Lynn,John Landis,Eileen Brennan,United States,15000000.0,14643997.0,Paramount Pictures,94.0,
The Breakfast Club,R,Comedy,1985,"February 15, 1985 (United States)",7.8,367000.0,John Hughes,John Hughes,Emilio Estevez,United States,1000000.0,51525171.0,Universal Pictures,97.0,
Cocoon,PG-13,Comedy,1985,"June 21, 1985 (United States)",6.7,59000.0,Ron Howard,Tom Benedek,Don Ameche,United States,17500000.0,85313124.0,Twentieth Century Fox,117.0,
Rambo: First Blood Part II,R,Action,1985,"May 22, 1985 (United States)",6.5,159000.0,George P. Cosmatos,David Morrell,Sylvester Stallone,United States,44000000.0,300400432.0,Estudios Churubusco Azteca S.A.,96.0,
Mask,PG-13,Biography,1985,"March 22, 1985 (United States)",7.2,27000.0,Peter Bogdanovich,Anna Hamilton Phelan,Cher,United States,8000000.0,48230162.0,Universal Pictures,120.0,
Legend,PG,Adventure,1985,"April 18, 1986 (United States)",6.4,62000.0,Ridley Scott,William Hjortsberg,Tom Cruise,United States,24500000.0,15502112.0,Legend Production Company,94.0,
The Return of the Living Dead,R,Comedy,1985,"August 16, 1985 (United States)",7.3,56000.0,Dan O'Bannon,Rudy Ricci,Clu Gulager,United States,4000000.0,14237880.0,Cinema '84,91.0,
St. Elmo's Fire,R,Drama,1985,"June 28, 1985 (United States)",6.4,38000.0,Joel Schumacher,Joel Schumacher,Demi Moore,United States,10000000.0,37803872.0,Columbia Pictures,110.0,
Brazil,R,Drama,1985,"December 18, 1985 (United States)",7.9,191000.0,Terry Gilliam,Terry Gilliam,Jonathan Pryce,United Kingdom,15000000.0,9949953.0,Embassy International Pictures,132.0,
Pale Rider,R,Drama,1985,"June 28, 1985 (United States)",7.3,55000.0,Clint Eastwood,Michael Butler,Clint Eastwood,United States,6900000.0,41410568.0,The Malpaso Company,115.0,
Teen Wolf,PG,Comedy,1985,"August 23, 1985 (United States)",6.1,48000.0,Rod Daniel,Jeph Loeb,Michael J. Fox,United States,,33086611.0,Atlantic Entertainment Group,91.0,
Real Genius,PG,Comedy,1985,"August 7, 1985 (United States)",7.0,31000.0,Martha Coolidge,Neal Israel,Val Kilmer,United States,8000000.0,12952019.0,Delphi III Productions,108.0,
Commando,R,Action,1985,"October 4, 1985 (United States)",6.7,150000.0,Mark L. Lester,Jeph Loeb,Arnold Schwarzenegger,United States,10000000.0,57491000.0,SLM Production Group,90.0,
Witness,R,Crime,1985,"February 8, 1985 (United States)",7.4,89000.0,Peter Weir,William Kelley,Harrison Ford,United States,12000000.0,68706993.0,Paramount Pictures,112.0,
The Color Purple,PG-13,Drama,1985,"February 7, 1986 (United States)",7.8,81000.0,Steven Spielberg,Menno Meyjes,Danny Glover,United States,15000000.0,98467863.0,Amblin Entertainment,154.0,
Silverado,PG-13,Action,1985,"July 10, 1985 (United States)",7.2,40000.0,Lawrence Kasdan,Lawrence Kasdan,Kevin Kline,United States,26000000.0,32192570.0,Columbia Pictures,133.0,
Rocky IV,PG,Drama,1985,"November 27, 1985 (United States)",6.9,192000.0,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,United States,30000000.0,300473716.0,United Artists,91.0,
Better Off Dead...,PG,Comedy,1985,"October 11, 1985 (United States)",7.1,42000.0,Savage Steve Holland,Savage Steve Holland,John Cusack,United States,,10297601.0,A&M Films,97.0,
Ran,R,Action,1985,"June 1, 1985 (Japan)",8.2,117000.0,Akira Kurosawa,Akira Kurosawa,Tatsuya Nakadai,Japan,11500000.0,4164283.0,Greenwich Film Productions,162.0,
Ladyhawke,PG-13,Adventure,1985,"April 12, 1985 (United States)",7.0,44000.0,Richard Donner,Edward Khmara,Matthew Broderick,United States,20000000.0,18432000.0,Twentieth Century Fox,121.0,
A Room with a View,Not Rated,Drama,1985,"April 11, 1986 (United Kingdom)",7.3,41000.0,James Ivory,E.M. Forster,Maggie Smith,United Kingdom,3000000.0,21041453.0,Goldcrest Films International,117.0,
Red Sonja,PG-13,Action,1985,"July 3, 1985 (United States)",5.1,39000.0,Richard Fleischer,Robert E. Howard,Arnold Schwarzenegger,United States,17900000.0,6951415.0,Dino De Laurentiis Company,89.0,
Fright Night,R,Fantasy,1985,"August 2, 1985 (United States)",7.1,63000.0,Tom Holland,Tom Holland,Chris Sarandon,United States,9000000.0,24922237.0,Columbia Pictures,106.0,
Explorers,PG,Adventure,1985,"July 12, 1985 (United States)",6.5,20000.0,Joe Dante,Eric Luke,Ethan Hawke,United States,25000000.0,9873044.0,Paramount Pictures,109.0,
Flesh+Blood,R,Adventure,1985,"August 30, 1985 (United States)",6.7,17000.0,Paul Verhoeven,Gerard Soeteman,Rutger Hauer,Netherlands,6500000.0,,Riverside Pictures,126.0,
Mad Max Beyond Thunderdome,PG-13,Action,1985,"July 10, 1985 (United States)",6.3,129000.0,George Miller,Terry Hayes,Mel Gibson,Australia,10000000.0,36230219.0,Kennedy Miller Productions,107.0,
After Hours,R,Comedy,1985,"October 11, 1985 (United States)",7.7,63000.0,Martin Scorsese,Joseph Minion,Griffin Dunne,United States,4500000.0,10609321.0,The Geffen Company,97.0,
A View to a Kill,PG,Action,1985,"May 24, 1985 (United States)",6.3,91000.0,John Glen,Richard Maibaum,Roger Moore,United Kingdom,30000000.0,50327960.0,Eon Productions,131.0,
Fletch,PG,Comedy,1985,"May 31, 1985 (United States)",6.9,49000.0,Michael Ritchie,Gregory McDonald,Chevy Chase,United States,8000000.0,59612888.0,Universal Pictures,98.0,
Perfect,R,Drama,1985,"June 7, 1985 (United States)",4.5,4800.0,James Bridges,Aaron Latham,John Travolta,United States,19000000.0,12918858.0,Columbia Pictures,115.0,
A Nightmare on Elm Street 2: Freddy's Revenge,R,Horror,1985,"November 1, 1985 (United States)",5.5,63000.0,Jack Sholder,David Chaskin,Robert Englund,United States,3000000.0,29999213.0,New Line Cinema,87.0,
Summer Rental,PG,Comedy,1985,"August 9, 1985 (United States)",6.3,15000.0,Carl Reiner,Jeremy Stevens,John Candy,United States,,24689703.0,Paramount Pictures,87.0,
Lifeforce,R,Action,1985,"June 21, 1985 (United States)",6.2,24000.0,Tobe Hooper,Colin Wilson,Steve Railsback,United Kingdom,25000000.0,11603545.0,Golan-Globus Productions,101.0,
Pee-wee's Big Adventure,PG,Adventure,1985,"August 9, 1985 (United States)",7.0,50000.0,Tim Burton,Phil Hartman,Paul Reubens,United States,6000000.0,40940662.0,Warner Bros.,91.0,
Out of Africa,PG,Biography,1985,"December 20, 1985 (United States)",7.2,75000.0,Sydney Pollack,Karen Blixen,Meryl Streep,United States,31000000.0,227514205.0,Mirage Enterprises,161.0,
Day of the Dead,Not Rated,Horror,1985,"July 19, 1985 (United States)",7.1,65000.0,George A. Romero,George A. Romero,Lori Cardille,United States,3500000.0,5000000.0,United Film Distribution Company (UFDC),101.0,
Just One of the Guys,PG-13,Comedy,1985,"April 26, 1985 (United States)",6.5,15000.0,Lisa Gottlieb,Dennis Feldman,Joyce Hyser,United States,,11528900.0,Columbia Pictures,100.0,
National Lampoon's European Vacation,PG-13,Adventure,1985,"July 26, 1985 (United States)",6.2,60000.0,Amy Heckerling,John Hughes,Chevy Chase,United States,17000000.0,49364621.0,National Lampoon,95.0,
Spies Like Us,PG,Adventure,1985,"December 6, 1985 (United States)",6.4,45000.0,John Landis,Dan Aykroyd,Chevy Chase,United States,22000000.0,60088980.0,Warner Bros.,102.0,
House,R,Comedy,1985,"February 28, 1986 (United States)",6.2,24000.0,Steve Miner,Fred Dekker,William Katt,United States,3000000.0,19444631.0,New World Pictures,93.0,
Police Academy 2: Their First Assignment,PG-13,Comedy,1985,"March 29, 1985 (United States)",5.8,53000.0,Jerry Paris,Neal Israel,Steve Guttenberg,United States,7600000.0,55600000.0,Warner Bros.,87.0,
The Black Cauldron,PG,Animation,1985,"July 24, 1985 (United States)",6.4,33000.0,Ted Berman,Lloyd Alexander,Grant Bardsley,United States,44000000.0,21288692.0,Walt Disney Pictures,80.0,
Friday the 13th: A New Beginning,R,Horror,1985,"March 22, 1985 (United States)",4.8,35000.0,Danny Steinmann,Martin Kitrosser,Melanie Kinnaman,United States,2200000.0,21930418.0,Georgetown Productions Inc.,92.0,
Runaway Train,R,Action,1985,"January 17, 1986 (United States)",7.2,28000.0,Andrey Konchalovskiy,Djordje Milicevic,Jon Voight,United States,9000000.0,7683620.0,Golan-Globus Productions,111.0,
Re-Animator,Unrated,Comedy,1985,"October 18, 1985 (United States)",7.2,59000.0,Stuart Gordon,H.P. Lovecraft,Jeffrey Combs,United States,900000.0,2023414.0,Empire Pictures,104.0,
Brewster's Millions,PG,Comedy,1985,"May 22, 1985 (United States)",6.5,36000.0,Walter Hill,George Barr McCutcheon,Richard Pryor,United States,20000000.0,45833132.0,Universal Pictures,102.0,
The Last Dragon,PG-13,Action,1985,"March 22, 1985 (United States)",6.9,13000.0,Michael Schultz,Louis Venosta,Taimak,United States,10000000.0,25754284.0,Delphi III Productions,109.0,
The Legend of Billie Jean,PG-13,Action,1985,"July 19, 1985 (United States)",6.6,9200.0,Matthew Robbins,Mark Rosenthal,Helen Slater,United States,,3099497.0,Gomillion Studios,96.0,
Desperately Seeking Susan,PG-13,Comedy,1985,"April 12, 1985 (United States)",6.0,22000.0,Susan Seidelman,Leora Barish,Rosanna Arquette,United States,4500000.0,27398584.0,Orion Pictures,104.0,
Girls Just Want to Have Fun,PG,Comedy,1985,"April 12, 1985 (United States)",6.0,10000.0,Alan Metter,Amy Spies,Biff Yeager,United States,,6326051.0,New World Pictures,90.0,
Vision Quest,R,Drama,1985,"February 15, 1985 (United States)",6.6,8100.0,Harold Becker,Terry Davis,Matthew Modine,United States,,12993175.0,Warner Bros.,107.0,
Jagged Edge,R,Drama,1985,"October 4, 1985 (United States)",6.5,14000.0,Richard Marquand,Joe Eszterhas,Jeff Bridges,United States,15000000.0,40491165.0,Columbia Pictures,108.0,
Enemy Mine,PG-13,Action,1985,"December 20, 1985 (United States)",6.9,45000.0,Wolfgang Petersen,Barry Longyear,Dennis Quaid,United States,40000000.0,12303411.0,Twentieth Century Fox,108.0,
Tuff Turf,R,Action,1985,"January 11, 1985 (United States)",6.1,4400.0,Fritz Kiersch,Jette Rinck,James Spader,United States,,9369329.0,New World Pictures,112.0,
Volunteers,R,Adventure,1985,"August 16, 1985 (United States)",5.5,8900.0,Nicholas Meyer,Keith Critchlow,Tom Hanks,United States,,19875740.0,HBO Pictures,107.0,
The Jewel of the Nile,PG,Action,1985,"December 11, 1985 (United States)",6.1,53000.0,Lewis Teague,Mark Rosenthal,Michael Douglas,United States,25000000.0,96773200.0,SLM Production Group,106.0,
Once Bitten,PG-13,Comedy,1985,"November 15, 1985 (United States)",5.5,14000.0,Howard Storm,Dimitri Villard,Lauren Hutton,United States,3200000.0,10000000.0,Night Life Inc.,94.0,
Private Resort,R,Comedy,1985,"May 3, 1985 (United States)",5.3,7900.0,George Bowers,Gordon Mitchell,Rob Morrow,United States,,331816.0,Delphi III Productions,82.0,
Police Story,PG-13,Action,1985,"December 14, 1985 (Hong Kong)",7.6,31000.0,Jackie Chan,Jackie Chan,Jackie Chan,Hong Kong,,113164.0,Golden Way Films Ltd.,100.0,
Into the Night,R,Action,1985,"February 22, 1985 (United States)",6.5,11000.0,John Landis,Ron Koslow,Jeff Goldblum,United States,8000000.0,7562164.0,Universal Pictures,115.0,
The Sure Thing,PG-13,Comedy,1985,"March 1, 1985 (United States)",7.0,20000.0,Rob Reiner,Steve Bloom,John Cusack,United States,4500000.0,18135531.0,Embassy Pictures,95.0,
White Nights,PG-13,Drama,1985,"December 6, 1985 (United States)",6.7,6900.0,Taylor Hackford,James Goldman,Mikhail Baryshnikov,United States,20000000.0,42160849.0,Columbia Pictures,136.0,
Mischief,R,Comedy,1985,"February 8, 1985 (United States)",6.5,5900.0,Mel Damski,Noel Black,Doug McKeon,United States,,8692426.0,Twentieth Century Fox,97.0,
Silver Bullet,R,Horror,1985,"October 11, 1985 (United States)",6.4,25000.0,Daniel Attias,Stephen King,Gary Busey,United States,7000000.0,12361866.0,Dino De Laurentiis Company,95.0,
Kiss of the Spider Woman,R,Drama,1985,"July 26, 1985 (United States)",7.4,15000.0,Hector Babenco,Manuel Puig,William Hurt,Brazil,,17009654.0,HB Filmes,120.0,
My Beautiful Laundrette,R,Comedy,1985,"April 4, 1986 (United States)",6.9,15000.0,Stephen Frears,Hanif Kureishi,Saeed Jaffrey,United Kingdom,,2455535.0,Working Title Films,97.0,
Young Sherlock Holmes,PG-13,Adventure,1985,"December 4, 1985 (United States)",6.8,20000.0,Barry Levinson,Arthur Conan Doyle,Nicholas Rowe,United States,18000000.0,19739575.0,Amblin Entertainment,109.0,
Smooth Talk,PG-13,Drama,1985,"November 15, 1985 (United States)",6.5,2200.0,Joyce Chopra,Joyce Carol Oates,Treat Williams,United Kingdom,2400000.0,16785.0,American Playhouse,92.0,
Porky's Revenge,R,Comedy,1985,"March 22, 1985 (United States)",4.8,8100.0,James Komack,Bob Clark,Dan Monahan,United States,9000000.0,20518905.0,Melvin Simon Productions,92.0,
Year of the Dragon,R,Action,1985,"August 16, 1985 (United States)",6.9,14000.0,Michael Cimino,Robert Daley,Mickey Rourke,United States,24000000.0,18707466.0,Dino De Laurentiis Company,134.0,
Prizzi's Honor,R,Comedy,1985,"June 14, 1985 (United States)",6.7,23000.0,John Huston,Richard Condon,Jack Nicholson,United States,,26657534.0,ABC Motion Pictures,130.0,
The Quiet Earth,R,Drama,1985,"October 18, 1985 (United States)",6.8,25000.0,Geoff Murphy,Craig Harrison,Bruno Lawrence,New Zealand,1000000.0,2123135.0,Cinepro,91.0,
Tampopo,Not Rated,Comedy,1985,September 1987 (United States),8.0,17000.0,Jûzô Itami,Jûzô Itami,Ken Watanabe,Japan,,444213.0,Itami Productions,114.0,
Creature,R,Horror,1985,"March 19, 1986 (France)",4.3,3400.0,William Malone,William Malone,Stan Ivar,United States,750000.0,,Trans World Entertainment (TWE),97.0,
Secret Admirer,R,Comedy,1985,"June 14, 1985 (United States)",6.6,6600.0,David Greenwalt,Jim Kouf,C. Thomas Howell,United States,,8622757.0,Orion Pictures,90.0,
"No Retreat, No Surrender",PG,Action,1985,"May 2, 1986 (United States)",5.7,16000.0,Corey Yuen,See-Yuen Ng,Kurt McKinney,United States,,4662137.0,Seasonal Film Corporation,85.0,
D.A.R.Y.L.,PG,Family,1985,"June 14, 1985 (United States)",6.3,12000.0,Simon Wincer,David Ambrose,Mary Beth Hurt,United Kingdom,,7840873.0,Paramount Pictures,99.0,
Mishima: A Life in Four Chapters,R,Biography,1985,"September 20, 1985 (United States)",8.0,10000.0,Paul Schrader,Paul Schrader,Ken Ogata,United States,5000000.0,569996.0,Zoetrope Studios,120.0,
A Chorus Line,PG-13,Drama,1985,"December 20, 1985 (United States)",6.2,9300.0,Richard Attenborough,Arnold Schulman,Michael Douglas,United States,27000000.0,14202899.0,Embassy Pictures,113.0,
Cat's Eye,PG-13,Comedy,1985,"April 12, 1985 (United States)",6.3,23000.0,Lewis Teague,Stephen King,Drew Barrymore,United States,7000000.0,13086298.0,Dino De Laurentiis Company,94.0,
Murphy's Romance,PG-13,Comedy,1985,"January 31, 1986 (United States)",7.0,5600.0,Martin Ritt,Max Schott,Sally Field,United States,13000000.0,30867525.0,Columbia Pictures,107.0,
Heaven Help Us,R,Comedy,1985,"February 8, 1985 (United States)",6.9,4100.0,Michael Dinner,Charles Purpura,Donald Sutherland,United States,,6070794.0,HBO Pictures,104.0,
American Flyers,PG-13,Drama,1985,"August 16, 1985 (United States)",6.5,5700.0,John Badham,Steve Tesich,Kevin Costner,United States,,1420355.0,WW Production,113.0,
The Journey of Natty Gann,PG,Adventure,1985,"September 27, 1985 (United States)",7.0,5600.0,Jeremy Kagan,Jeanne Rosenberg,Meredith Salenger,United States,,9708373.0,Walt Disney Pictures,101.0,
Trouble in Mind,R,Comedy,1985,March 1986 (United States),6.5,1800.0,Alan Rudolph,Alan Rudolph,Kris Kristofferson,United States,,19632.0,Pfeiffer/Blocker Production,111.0,
Fandango,PG,Comedy,1985,"January 25, 1985 (United States)",6.7,7500.0,Kevin Reynolds,Kevin Reynolds,Kevin Costner,United States,7000000.0,91666.0,Warner Bros.,91.0,
Gotcha!,PG-13,Action,1985,"May 3, 1985 (United States)",6.2,7000.0,Jeff Kanew,Paul G. Hensler,Anthony Edwards,United States,,10806919.0,Universal Pictures,101.0,
Death Wish 3,R,Action,1985,"November 1, 1985 (United States)",5.9,14000.0,Michael Winner,Don Jakoby,Charles Bronson,United States,9000000.0,16116878.0,The Cannon Group,92.0,
King Solomon's Mines,PG-13,Action,1985,"November 22, 1985 (United States)",5.2,13000.0,J. Lee Thompson,H. Rider Haggard,Richard Chamberlain,United States,12500000.0,15057465.0,The Cannon Group,100.0,
American Warrior,R,Action,1985,"August 30, 1985 (United States)",5.5,14000.0,Sam Firstenberg,Paul De Mielche,Michael Dudikoff,United States,1000000.0,10499694.0,The Cannon Group,95.0,
The Emerald Forest,R,Action,1985,"July 3, 1985 (United States)",6.9,9600.0,John Boorman,Rospo Pallenberg,Powers Boothe,United Kingdom,,24468550.0,Christel Films,114.0,
The Holcroft Covenant,R,Action,1985,"October 18, 1985 (United States)",5.7,3100.0,John Frankenheimer,Robert Ludlum,Michael Caine,United Kingdom,,393825.0,Edie & Ely Landau Inc.,112.0,
The Falcon and the Snowman,R,Biography,1985,"February 8, 1985 (United States)",6.8,11000.0,John Schlesinger,Robert Lindsey,Timothy Hutton,United Kingdom,12000000.0,17130087.0,Hemdale,131.0,
Transylvania 6-5000,PG,Comedy,1985,"November 8, 1985 (United States)",5.0,6900.0,Rudy De Luca,Rudy De Luca,Jeff Goldblum,Yugoslavia,3000000.0,7196872.0,Balcor Film Investors,93.0,
